_ESTYPE_,_TYPE_,_WEIGHT_,Banten,DIY,DKI_Jakarta,Jawa_Barat,Jawa_Tengah,Jawa_Timur
OLS,RESIDUAL,1,-0.03,-0.11,0.07,0.10,0.04,0.05
OLS,RESIDUAL,1,0.02,0.11,-0.06,0.08,0.07,0.04
OLS,RESIDUAL,1,0.09,0.31,-0.19,0.11,-0.00,0.09
OLS,RESIDUAL,1,0.05,-0.27,0.00,-0.04,-0.06,-0.02
OLS,RESIDUAL,1,-0.07,0.21,0.07,-0.05,-0.08,0.04
OLS,RESIDUAL,1,0.06,-0.08,-0.06,0.02,0.04,0.07
OLS,RESIDUAL,1,0.04,0.50,-0.25,0.22,0.15,0.57
OLS,RESIDUAL,1,0.13,0.52,-0.31,0.13,0.18,0.67
OLS,RESIDUAL,1,-0.39,-0.40,0.49,-0.34,-0.32,-0.44
OLS,RESIDUAL,1,-0.15,-0.58,-0.18,0.04,-0.13,-0.80
OLS,RESIDUAL,1,0.18,0.19,0.06,0.01,0.17,0.43
OLS,RESIDUAL,1,0.07,-0.06,0.06,-0.03,0.01,-0.09
OLS,RESIDUAL,1,0.02,0.06,-0.02,0.06,0.12,0.10
OLS,RESIDUAL,1,-0.04,-0.01,-0.02,0.04,0.07,0.05
OLS,RESIDUAL,1,0.02,0.21,-0.18,0.07,0.09,0.11
OLS,RESIDUAL,1,-0.02,-0.06,-0.02,-0.02,-0.08,-0.03
OLS,RESIDUAL,1,-0.18,-0.20,0.13,-0.17,-0.12,-0.04
OLS,RESIDUAL,1,-0.05,-0.16,0.11,-0.02,0.00,-0.42
OLS,RESIDUAL,1,0.04,-0.04,0.03,0.07,0.04,-0.03
OLS,RESIDUAL,1,0.09,0.42,-0.13,0.11,0.11,0.37
OLS,RESIDUAL,1,0.02,-0.01,0.04,0.02,-0.04,0.04
OLS,RESIDUAL,1,-0.20,-0.37,0.11,-0.13,-0.14,-0.42
OLS,RESIDUAL,1,0.01,-0.06,-0.01,0.05,0.12,-0.01
OLS,RESIDUAL,1,-0.28,-0.43,0.29,-0.18,-0.24,-0.53
OLS,RESIDUAL,1,0.24,0.04,-0.05,0.10,0.08,0.14
OLS,RESIDUAL,1,0.10,0.05,-0.06,0.07,0.03,0.16
OLS,RESIDUAL,1,0.03,0.36,-0.08,-0.03,0.12,0.22
OLS,RESIDUAL,1,-0.06,-0.43,0.13,-0.11,-0.21,-0.45
OLS,RESIDUAL,1,0.09,-0.24,0.00,0.07,0.04,0.10
OLS,RESIDUAL,1,-0.08,-0.17,0.03,-0.06,-0.04,-0.42
OLS,RESIDUAL,1,0.04,0.12,0.03,0.05,0.07,0.20
OLS,RESIDUAL,1,0.00,-0.03,0.01,-0.04,-0.08,0.09
OLS,RESIDUAL,1,0.03,0.55,-0.20,0.09,0.17,0.62
OLS,RESIDUAL,1,-0.00,-0.19,0.02,0.00,-0.02,-0.34
OLS,RESIDUAL,1,-0.05,-0.24,0.08,-0.04,-0.12,-0.25
OLS,RESIDUAL,1,-0.05,0.09,0.11,-0.02,0.08,0.12
OLS,RESIDUAL,1,0.09,-0.03,-0.11,0.06,0.00,0.07
OLS,RESIDUAL,1,0.08,0.21,-0.05,0.10,-0.01,0.10
OLS,RESIDUAL,1,-0.09,0.01,-0.03,-0.15,-0.10,-0.20
OLS,RESIDUAL,1,-0.02,-0.81,0.06,-0.04,-0.22,-0.46
OLS,RESIDUAL,1,-0.01,0.17,0.12,-0.02,0.10,0.19
OLS,RESIDUAL,1,-0.12,-0.20,0.10,-0.07,-0.07,-0.31
OLS,RESIDUAL,1,0.05,0.03,0.05,0.04,0.08,0.08
OLS,RESIDUAL,1,0.06,0.35,-0.12,0.07,0.09,0.24
OLS,RESIDUAL,1,-0.06,0.04,-0.03,0.09,0.08,0.07
OLS,RESIDUAL,1,0.03,-0.34,-0.03,-0.05,-0.05,-0.17
OLS,RESIDUAL,1,0.05,-0.00,0.08,-0.05,-0.13,-0.11
OLS,RESIDUAL,1,-0.02,-0.15,0.07,-0.11,-0.07,-0.05
OLS,RESIDUAL,1,-0.07,-0.12,-0.09,0.06,-0.02,-0.07
OLS,RESIDUAL,1,0.02,0.17,-0.03,0.02,0.14,0.14
OLS,RESIDUAL,1,0.03,0.11,0.04,-0.02,-0.08,-0.27
OLS,RESIDUAL,1,-0.05,-0.56,0.10,-0.09,-0.09,-0.08
OLS,RESIDUAL,1,-0.10,-0.20,0.17,-0.09,0.02,-0.18
OLS,RESIDUAL,1,-0.07,-0.07,-0.05,0.08,0.06,0.01
OLS,RESIDUAL,1,0.05,0.14,0.00,-0.01,-0.02,-0.01
OLS,RESIDUAL,1,0.06,0.15,-0.09,0.06,0.03,0.20
OLS,RESIDUAL,1,-0.03,0.02,0.04,-0.02,-0.01,-0.07
OLS,RESIDUAL,1,-0.07,-0.34,-0.01,-0.08,-0.12,-0.45
OLS,RESIDUAL,1,-0.03,0.15,0.07,-0.02,0.11,0.11
OLS,RESIDUAL,1,0.04,0.06,-0.02,0.05,0.04,0.04
OLS,RESIDUAL,1,0.03,0.06,-0.08,0.10,-0.01,-0.04
OLS,RESIDUAL,1,0.02,-0.06,-0.03,-0.07,0.05,-0.14
OLS,RESIDUAL,1,-0.05,-0.18,0.04,-0.05,-0.04,-0.07
OLS,RESIDUAL,1,-0.01,-0.13,0.04,-0.03,-0.05,-0.11
OLS,RESIDUAL,1,-0.15,-0.29,0.12,-0.18,-0.19,-0.28
OLS,RESIDUAL,1,0.01,0.05,-0.02,0.00,-0.01,-0.12
OLS,RESIDUAL,1,0.02,0.02,0.05,0.06,0.01,0.00
OLS,RESIDUAL,1,-0.04,0.11,-0.01,0.04,0.05,0.15
OLS,RESIDUAL,1,0.05,-0.07,0.01,0.05,-0.05,0.07
OLS,RESIDUAL,1,-0.01,0.08,-0.01,-0.02,0.08,-0.02
OLS,RESIDUAL,1,-0.03,-0.22,-0.02,0.00,-0.05,-0.28
OLS,RESIDUAL,1,0.04,-0.43,0.01,-0.08,-0.03,-0.26
OLS,RESIDUAL,1,-0.08,0.09,0.17,-0.14,-0.04,0.06
OLS,RESIDUAL,1,-0.02,-0.21,0.07,0.08,-0.01,-0.03
OLS,RESIDUAL,1,-0.06,-0.29,0.11,-0.08,-0.07,-0.59
