_ESTYPE_,_TYPE_,_WEIGHT_,Banten,DIY,DKI_Jakarta,Jawa_Barat,Jawa_Tengah,Jawa_Timur
OLS,RESIDUAL,1,0.23,0.16,0.56,0.31,0.69,0.21
OLS,RESIDUAL,1,-0.02,-0.32,0.50,0.03,0.48,-0.12
OLS,RESIDUAL,1,0.42,0.10,0.63,0.51,0.51,0.03
OLS,RESIDUAL,1,-0.12,-0.12,0.58,-0.06,0.57,-0.06
OLS,RESIDUAL,1,0.24,-0.04,0.45,0.35,0.45,0.07
OLS,RESIDUAL,1,0.23,0.23,0.54,0.37,0.74,0.19
OLS,RESIDUAL,1,-0.00,0.15,0.56,0.03,0.38,-0.22
OLS,RESIDUAL,1,0.25,-0.44,0.63,0.27,0.60,0.01
OLS,RESIDUAL,1,0.04,-0.19,0.68,0.10,0.39,-0.11
OLS,RESIDUAL,1,0.07,0.05,0.45,0.30,0.68,0.11
OLS,RESIDUAL,1,0.18,0.16,0.60,0.30,0.43,0.03
OLS,RESIDUAL,1,0.09,0.26,0.42,0.21,0.73,0.28
OLS,RESIDUAL,1,0.19,0.06,0.64,0.18,0.42,0.01
OLS,RESIDUAL,1,0.01,-0.24,0.49,0.05,0.54,-0.36
OLS,RESIDUAL,1,0.37,0.17,0.62,0.46,0.52,0.13
OLS,RESIDUAL,1,-0.09,0.14,0.46,0.01,0.67,0.09
OLS,RESIDUAL,1,0.33,0.13,0.50,0.41,0.47,0.07
OLS,RESIDUAL,1,0.14,0.02,0.52,0.21,0.73,-0.09
OLS,RESIDUAL,1,0.16,-0.16,0.57,0.22,0.41,-0.03
OLS,RESIDUAL,1,0.22,-0.02,0.56,0.34,0.69,0.01
OLS,RESIDUAL,1,-0.07,-0.28,0.67,0.01,0.30,-0.27
OLS,RESIDUAL,1,0.22,0.16,0.48,0.37,0.68,-0.01
OLS,RESIDUAL,1,0.10,0.02,0.62,0.17,0.44,-0.02
OLS,RESIDUAL,1,0.09,0.23,0.48,0.22,0.70,0.28
OLS,RESIDUAL,1,0.13,-0.04,0.59,0.17,0.41,0.13
OLS,RESIDUAL,1,0.13,0.20,0.51,0.23,0.72,0.12
OLS,RESIDUAL,1,0.03,-0.20,0.55,0.12,0.37,-0.26
OLS,RESIDUAL,1,0.31,-0.32,0.53,0.45,0.63,-0.15
OLS,RESIDUAL,1,0.06,0.09,0.68,0.22,0.40,0.05
OLS,RESIDUAL,1,-0.05,-0.09,0.54,0.17,0.70,0.08
OLS,RESIDUAL,1,0.06,-0.26,0.68,0.23,0.32,-0.51
OLS,RESIDUAL,1,0.06,-0.05,0.62,0.36,0.66,0.06
OLS,RESIDUAL,1,-0.14,-0.16,0.60,0.15,0.40,-0.35
OLS,RESIDUAL,1,0.18,0.03,0.61,0.50,0.64,-0.03
OLS,RESIDUAL,1,-0.15,-0.09,0.51,0.19,0.46,0.03
OLS,RESIDUAL,1,0.21,0.28,0.56,0.57,0.66,0.27
OLS,RESIDUAL,1,-0.19,0.12,0.59,0.04,0.50,-0.04
OLS,RESIDUAL,1,0.16,-0.04,0.54,0.33,0.58,0.06
OLS,RESIDUAL,1,0.03,-0.10,0.63,0.18,0.48,-0.08
OLS,RESIDUAL,1,0.07,-0.11,0.56,0.28,0.55,-0.01
OLS,RESIDUAL,1,0.10,-0.07,0.49,0.35,0.52,0.10
OLS,RESIDUAL,1,0.03,-0.10,0.86,0.25,0.48,-0.03
OLS,RESIDUAL,1,-0.29,-0.03,0.47,0.02,0.57,0.02
OLS,RESIDUAL,1,0.29,-0.09,0.66,0.52,0.45,0.12
OLS,RESIDUAL,1,-0.22,-0.34,0.62,0.06,0.57,-0.31
OLS,RESIDUAL,1,0.18,0.17,0.56,0.49,0.46,0.16
OLS,RESIDUAL,1,-0.09,0.15,0.50,0.21,0.69,0.07
OLS,RESIDUAL,1,0.20,0.30,0.51,0.34,0.51,0.32
OLS,RESIDUAL,1,0.09,0.20,0.51,0.14,0.69,0.10
OLS,RESIDUAL,1,0.11,-0.20,0.71,0.13,0.39,-0.18
OLS,RESIDUAL,1,0.24,0.51,0.38,0.32,0.77,0.48
OLS,RESIDUAL,1,0.20,0.37,0.54,0.13,0.57,0.33
OLS,RESIDUAL,1,0.07,0.27,0.64,-0.03,0.65,0.11
OLS,RESIDUAL,1,0.15,0.16,0.47,0.01,0.59,0.19
OLS,RESIDUAL,1,0.30,0.16,0.50,0.20,0.58,0.26
OLS,RESIDUAL,1,0.04,-0.37,0.75,-0.05,0.38,-0.17
OLS,RESIDUAL,1,0.33,0.71,0.19,0.41,0.81,0.87
OLS,RESIDUAL,1,0.06,-0.38,0.92,-0.12,0.34,-0.16
OLS,RESIDUAL,1,-0.07,0.28,0.38,0.01,0.68,0.26
OLS,RESIDUAL,1,0.37,0.24,0.56,0.37,0.51,0.23
